f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,m0,m1,m2,m3
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,91.25,16.839933,66.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,86.1,0.0,86.1,86.1,1.055819,0.004011,1.04813,1.061245,75.0,50.0,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,75.0,50.0,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.333727,0.0,0.333727,0.333727,46.25,33.220225,0.0,79.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.333727,0.0,0.333727,0.333727,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.333727,0.0,0.333727,0.333727,75.0,50.0,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.290816,0.0,0.290816,0.290816,91.25,16.839933,66.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.290816,0.0,0.290816,0.290816,46.25,33.220225,0.0,79.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.290816,0.0,0.290816,0.290816,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,86.1,0.0,86.1,86.1,1.055819,0.004011,1.04813,1.061245,91.25,16.839933,66.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,86.1,0.0,86.1,86.1,1.055819,0.004011,1.04813,1.061245,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,86.1,0.0,86.1,86.1,1.055819,0.004011,1.04813,1.061245,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.055819,0.004011,1.04813,1.061245,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,75.0,50.0,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055819,0.004011,1.04813,1.061245,46.25,33.220225,0.0,79.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055819,0.004011,1.04813,1.061245,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055819,0.004011,1.04813,1.061245,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055819,0.004011,1.04813,1.061245,75.0,50.0,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056949,0.003491,1.052152,1.06239,91.25,16.839933,66.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056949,0.003491,1.052152,1.06239,46.25,33.220225,0.0,79.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056949,0.003491,1.052152,1.06239,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056949,0.003491,1.052152,1.06239,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056949,0.003491,1.052152,1.06239,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,91.25,16.839933,66.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,91.25,16.839933,66.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,75.0,50.0,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,91.25,16.839933,66.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,46.25,33.220225,0.0,79.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,75.0,50.0,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,91.25,16.839933,66.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,46.25,33.220225,0.0,79.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,75.0,50.0,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.333727,0.0,0.333727,0.333727,75.0,50.0,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055819,0.004011,1.04813,1.061245,91.25,16.839933,66.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.333727,0.0,0.333727,0.333727,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,91.25,16.839933,66.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,91.25,16.839933,66.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.055819,0.004011,1.04813,1.061245,91.25,16.839933,66.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.055819,0.004011,1.04813,1.061245,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.055819,0.004011,1.04813,1.061245,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.055819,0.004011,1.04813,1.061245,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.333727,0.0,0.333727,0.333727,91.25,16.839933,66.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.359362,0.0,0.359362,0.359362,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.359362,0.0,0.359362,0.359362,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.333727,0.0,0.333727,0.333727,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.056949,0.003491,1.052152,1.06239,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.056949,0.003491,1.052152,1.06239,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.056949,0.003491,1.052152,1.06239,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.056949,0.003491,1.052152,1.06239,46.25,33.220225,0.0,79.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.056949,0.003491,1.052152,1.06239,91.25,16.839933,66.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.359362,0.0,0.359362,0.359362,91.25,16.839933,66.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.060567,0.003426,1.055318,1.064842,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.060567,0.003426,1.055318,1.064842,18.333333,31.754265,0.0,55.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,18.333333,31.754265,0.0,55.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,18.333333,31.754265,0.0,55.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060567,0.003426,1.055318,1.064842,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060567,0.003426,1.055318,1.064842,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060567,0.003426,1.055318,1.064842,18.333333,31.754265,0.0,55.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.060567,0.003426,1.055318,1.064842,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,18.333333,31.754265,0.0,55.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,18.333333,31.754265,0.0,55.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,18.333333,31.754265,0.0,55.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060567,0.003426,1.055318,1.064842,256.0,0.0,256.0,256.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060567,0.003426,1.055318,1.064842,18.333333,31.754265,0.0,55.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.290816,0.0,0.290816,0.290816,18.333333,31.754265,0.0,55.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060567,0.003426,1.055318,1.064842,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.359362,0.0,0.359362,0.359362,79.75,24.390914,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.333727,0.0,0.333727,0.333727,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.333727,0.0,0.333727,0.333727,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.333727,0.0,0.333727,0.333727,50.0,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.333727,0.0,0.333727,0.333727,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.359362,0.0,0.359362,0.359362,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.175972,0.336792,1.012024,1.938796,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.359362,0.0,0.359362,0.359362,50.0,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.359362,0.0,0.359362,0.359362,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.175972,0.336792,1.012024,1.938796,79.75,24.390914,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.333727,0.0,0.333727,0.333727,79.75,24.390914,51.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.058845,0.005327,1.053148,1.066388,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.290816,0.0,0.290816,0.290816,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.058845,0.005327,1.053148,1.066388,50.0,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.290816,0.0,0.290816,0.290816,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.290816,0.0,0.290816,0.290816,79.75,24.390914,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.058845,0.005327,1.053148,1.066388,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.175972,0.336792,1.012024,1.938796,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.058845,0.005327,1.053148,1.066388,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.058845,0.005327,1.053148,1.066388,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.058845,0.005327,1.053148,1.066388,79.75,24.390914,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.175972,0.336792,1.012024,1.938796,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.175972,0.336792,1.012024,1.938796,50.0,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.175972,0.336792,1.012024,1.938796,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.175972,0.336792,1.012024,1.938796,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.175972,0.336792,1.012024,1.938796,79.75,24.390914,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,0.290816,0.0,0.290816,0.290816,50.0,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.175972,0.336792,1.012024,1.938796,50.0,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,79.75,24.390914,51.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.058845,0.005327,1.053148,1.066388,50.0,57.735027,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.058845,0.005327,1.053148,1.066388,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.058845,0.005327,1.053148,1.066388,98.333333,2.886751,95.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.058845,0.005327,1.053148,1.066388,79.75,24.390914,51.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.175972,0.336792,1.012024,1.938796,69.5,47.47982,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.175972,0.336792,1.012024,1.938796,50.0,57.735027,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.175972,0.336792,1.012024,1.938796,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.175972,0.336792,1.012024,1.938796,98.333333,2.886751,95.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,1.175972,0.336792,1.012024,1.938796,79.75,24.390914,51.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,69.5,47.47982,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,50.0,57.735027,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.175972,0.336792,1.012024,1.938796,69.5,47.47982,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,79.75,24.390914,51.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,50.0,57.735027,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,98.333333,2.886751,95.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,79.75,24.390914,51.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.290816,0.0,0.290816,0.290816,69.5,47.47982,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.290816,0.0,0.290816,0.290816,50.0,57.735027,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.290816,0.0,0.290816,0.290816,98.333333,2.886751,95.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.290816,0.0,0.290816,0.290816,79.75,24.390914,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,50.0,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,98.333333,2.886751,95.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,69.5,47.47982,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,50.0,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.359362,0.0,0.359362,0.359362,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,256.0,0.0,256.0,256.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,98.333333,2.886751,95.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,79.75,24.390914,51.0,100.0,1,1,1,1
30.8,0.0,30.8,30.8,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,69.5,47.47982,0.0,100.0,1,1,1,1
30.8,0.0,30.8,30.8,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,50.0,57.735027,0.0,100.0,1,1,1,1
30.8,0.0,30.8,30.8,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,256.0,0.0,256.0,256.0,1,1,1,1
30.8,0.0,30.8,30.8,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,98.333333,2.886751,95.0,100.0,1,1,1,1
30.8,0.0,30.8,30.8,85.7,0.0,85.7,85.7,1.058845,0.005327,1.053148,1.066388,79.75,24.390914,51.0,100.0,1,1,1,1
30.8,0.0,30.8,30.8,85.7,0.0,85.7,85.7,1.175972,0.336792,1.012024,1.938796,69.5,47.47982,0.0,100.0,1,1,1,1
30.8,0.0,30.8,30.8,85.7,0.0,85.7,85.7,1.175972,0.336792,1.012024,1.938796,50.0,57.735027,0.0,100.0,1,1,1,1
